,Tweet,Sentimen,lower case,cleaned,formalized,no stopwords,stemmed
397,"Situs https://t.co/gwG28fAbvW tidak terdaftar dalam PSE @kemkominfo maka situs tersebut akan diblokir.
 
 Begitu pernyataan menkominfo @PlateJohnny secara jelas dan tegas.
 https://t.co/TCgW8L4Nhx",netral,"situs https://t.co/gwg28fabvw tidak terdaftar dalam pse @kemkominfo maka situs tersebut akan diblokir.
 
 begitu pernyataan menkominfo @platejohnny secara jelas dan tegas.
 https://t.co/tcgw8l4nhx",situs tidak terdaftar dalam pse maka situs tersebut akan diblokir. begitu pernyataan menkominfo secara jelas dan tegas.,situs tidak terdaftar dalam pse maka situs tersebut akan diblokir. begitu pernyataan menkominfo secara jelas dan tegas.,situs terdaftar pse situs diblokir . pernyataan menkominfo .,situs daftar pse situs blokir nyata menkominfo
398,"Kementerian Kominfo membuka ruang diskusi publik yang seluas-luasnya untuk menampung berbagai aspirasi terkait isu-isu yang terkandung di dalam Rancangan Kitab Undang-undang Hukum Pidana.
 
 @kemkominfo 
 @PlateJohnny https://t.co/nEzLWPHhr2",positif,"kementerian kominfo membuka ruang diskusi publik yang seluas-luasnya untuk menampung berbagai aspirasi terkait isu-isu yang terkandung di dalam rancangan kitab undang-undang hukum pidana.
 
 @kemkominfo 
 @platejohnny https://t.co/nezlwphhr2",kementerian kominfo membuka ruang diskusi publik yang seluas luasnya untuk menampung berbagai aspirasi terkait isu isu yang terkandung di dalam rancangan kitab undang undang hukum pidana.,kementerian kominfo membuka ruang diskusi publik yang seluas luasnya untuk menampung berbagai aspirasi terkait isu isu yang terkandung di dalam rancangan kitab undang undang hukum pidana.,kementerian kominfo membuka ruang diskusi publik seluas luasnya menampung aspirasi terkait isu isu terkandung rancangan kitab undang undang hukum pidana .,menteri kominfo buka ruang diskusi publik luas luas tampung aspirasi kait isu isu kandung rancang kitab undang undang hukum pidana
399,"Badan Siber dan Sandi Negara (BSSN) dan @kemkominfo terus melakukan pendampingan terhadap penyelenggara sistem elektronik (PSE). 
 
 @PlateJohnny https://t.co/pSo0la9mdv",positif,"badan siber dan sandi negara (bssn) dan @kemkominfo terus melakukan pendampingan terhadap penyelenggara sistem elektronik (pse). 
 
 @platejohnny https://t.co/pso0la9mdv",badan siber dan sandi negara bssn dan terus melakukan pendampingan terhadap penyelenggara sistem elektronik pse .,badan siber dan sandi negara bssn dan terus melakukan pendampingan terhadap penyelenggara sistem elektronik pse .,badan siber sandi negara bssn pendampingan penyelenggara sistem elektronik pse .,badan siber sandi negara bssn damping selenggara sistem elektronik pse
400,"Antara pendaftaran PSE dan kebocoran data sama sekali tidak ada kaitannya. 
 
 Netizen nyinyirnya salah kaprah.
 
 @PlateJohnny 
 @kemkominfo
 https://t.co/8l7WpJWNH3",positif,"antara pendaftaran pse dan kebocoran data sama sekali tidak ada kaitannya. 
 
 netizen nyinyirnya salah kaprah.
 
 @platejohnny 
 @kemkominfo
 https://t.co/8l7wpjwnh3",antara pendaftaran pse dan kebocoran data sama sekali tidak ada kaitannya. netizen nyinyirnya salah kaprah.,antara pendaftaran pse dan kebocoran data sama sekali tidak ada kaitannya. netizen nyinyirnya salah kaprah.,pendaftaran pse kebocoran data kaitannya . netizen nyinyirnya salah kaprah .,daftar pse bocor data kait netizen nyinyir salah kaprah
401,@hyang_wisnu @kemkominfo @jokowi @PlateJohnny Menjadikan Rancangan Kitab Undang-undang Hukum Pidana menjadi KUHP sebagai karya monumental @kemkominfo @PlateJohnny,positif,@hyang_wisnu @kemkominfo @jokowi @platejohnny menjadikan rancangan kitab undang-undang hukum pidana menjadi kuhp sebagai karya monumental @kemkominfo @platejohnny,menjadikan rancangan kitab undang undang hukum pidana menjadi kuhp sebagai karya monumental,menjadikan rancangan kitab undang undang hukum pidana menjadi kuhp sebagai karya monumental,menjadikan rancangan kitab undang undang hukum pidana kuhp karya monumental,jadi rancang kitab undang undang hukum pidana kuhp karya monumental
402,"@Aryprasetyo85 @kemkominfo @jokowi @PlateJohnny Buruan cari jualannya di forum mana, kalau ga ada PSE bisa ditutup forumnya biar ga kecium bau busuknya.",negatif,"@aryprasetyo85 @kemkominfo @jokowi @platejohnny buruan cari jualannya di forum mana, kalau ga ada pse bisa ditutup forumnya biar ga kecium bau busuknya.","buruan cari jualannya di forum mana, kalau ga ada pse bisa ditutup forumnya biar ga kecium bau busuknya.","buruan cari jualannya di forum mana, kalau ga ada pse bisa ditutup forumnya biar ga kecium bau busuknya.","buruan cari jualannya forum , ga pse ditutup forumnya biar ga kecium bau busuknya .",buru cari jual forum ga pse tutup forum biar ga cium bau busuk
403,"Jangan Salah Kaprah, Ini Kaitan PSE Kominfo dengan Data Bocor
 
 @kemkominfo @PlateJohnny https://t.co/j1hDWwTact",netral,"jangan salah kaprah, ini kaitan pse kominfo dengan data bocor
 
 @kemkominfo @platejohnny https://t.co/j1hdwwtact","jangan salah kaprah, ini kaitan pse kominfo dengan data bocor","jangan salah kaprah, ini kaitan pse kominfo dengan data bocor","salah kaprah , kaitan pse kominfo data bocor",salah kaprah kait pse kominfo data bocor
404,"@hyang_wisnu @kemkominfo @jokowi @PlateJohnny Menkominfo Johnny G. Plate mengajak semua pihak berkolaborasi menjadikan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi KUHP sebagai karya monumental.
 @kemkominfo @PlateJohnny",netral,"@hyang_wisnu @kemkominfo @jokowi @platejohnny menkominfo johnny g. plate mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang-undang hukum pidana (rkuhp) menjadi kuhp sebagai karya monumental.
 @kemkominfo @platejohnny",menkominfo johnny g. plate mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,menkominfo johnny g. plate mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,menkominfo johnny g. plate mengajak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp kuhp karya monumental .,menkominfo johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental
405,"Kementerian @kemkominfo mengambil bagian aktif dalam Sosialisasi Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP). 
 
 Menkominfo @PlateJohnny menjelaskan bahwa pihaknya memfasilitasi pelaksanaan diskusi publik untuk menampung aspirasi dan membuka partisipasi masyarakat. https://t.co/78JgPpwFSk",positif,"kementerian @kemkominfo mengambil bagian aktif dalam sosialisasi rancangan kitab undang-undang hukum pidana (rkuhp). 
 
 menkominfo @platejohnny menjelaskan bahwa pihaknya memfasilitasi pelaksanaan diskusi publik untuk menampung aspirasi dan membuka partisipasi masyarakat. https://t.co/78jgppwfsk",kementerian mengambil bagian aktif dalam sosialisasi rancangan kitab undang undang hukum pidana rkuhp . menkominfo menjelaskan bahwa pihaknya memfasilitasi pelaksanaan diskusi publik untuk menampung aspirasi dan membuka partisipasi masyarakat.,kementerian mengambil bagian aktif dalam sosialisasi rancangan kitab undang undang hukum pidana rkuhp . menkominfo menjelaskan bahwa pihaknya memfasilitasi pelaksanaan diskusi publik untuk menampung aspirasi dan membuka partisipasi masyarakat.,kementerian mengambil aktif sosialisasi rancangan kitab undang undang hukum pidana rkuhp . menkominfo memfasilitasi pelaksanaan diskusi publik menampung aspirasi membuka partisipasi masyarakat .,menteri ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp menkominfo fasilitas laksana diskusi publik tampung aspirasi buka partisipasi masyarakat
406,"Menteri @PlateJohnny mengajak semua pihak berkolaborasi menjadikan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi KUHP sebagai karya monumental. Menurutnya, pelibatan masyarakat telah sesuai dengan arahan Presiden @jokowi pada September 2019.
 @kemkominfo https://t.co/Fwq58svPNf",positif,"menteri @platejohnny mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang-undang hukum pidana (rkuhp) menjadi kuhp sebagai karya monumental. menurutnya, pelibatan masyarakat telah sesuai dengan arahan presiden @jokowi pada september 2019.
 @kemkominfo https://t.co/fwq58svpnf","menteri mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental. menurutnya, pelibatan masyarakat telah sesuai dengan arahan presiden pada september .","menteri mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental. menurutnya, pelibatan masyarakat telah sesuai dengan arahan presiden pada september .","menteri mengajak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp kuhp karya monumental . menurutnya , pelibatan masyarakat sesuai arahan presiden september .",menteri ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental turut libat masyarakat sesuai arah presiden september
407,"Kementerian @kemkominfo mengambil bagian aktif dalam Sosialisasi Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP). 
 
 Menkominfo @PlateJohnny memfasilitasi pelaksanaan diskusi publik untuk menampung aspirasi dan membuka partisipasi masyarakat.
 
 https://t.co/L9F6uCyvPG",positif,"kementerian @kemkominfo mengambil bagian aktif dalam sosialisasi rancangan kitab undang-undang hukum pidana (rkuhp). 
 
 menkominfo @platejohnny memfasilitasi pelaksanaan diskusi publik untuk menampung aspirasi dan membuka partisipasi masyarakat.
 
 https://t.co/l9f6ucyvpg",kementerian mengambil bagian aktif dalam sosialisasi rancangan kitab undang undang hukum pidana rkuhp . menkominfo memfasilitasi pelaksanaan diskusi publik untuk menampung aspirasi dan membuka partisipasi masyarakat.,kementerian mengambil bagian aktif dalam sosialisasi rancangan kitab undang undang hukum pidana rkuhp . menkominfo memfasilitasi pelaksanaan diskusi publik untuk menampung aspirasi dan membuka partisipasi masyarakat.,kementerian mengambil aktif sosialisasi rancangan kitab undang undang hukum pidana rkuhp . menkominfo memfasilitasi pelaksanaan diskusi publik menampung aspirasi membuka partisipasi masyarakat .,menteri ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp menkominfo fasilitas laksana diskusi publik tampung aspirasi buka partisipasi masyarakat
408,"Menkominfo @PlateJohnny mengajak semua pihak berkolaborasi menjadikan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi KUHP sebagai karya monumental.
 @kemkominfo
 https://t.co/j5fwtAybq1",positif,"menkominfo @platejohnny mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang-undang hukum pidana (rkuhp) menjadi kuhp sebagai karya monumental.
 @kemkominfo
 https://t.co/j5fwtaybq1",menkominfo mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,menkominfo mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,menkominfo mengajak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp kuhp karya monumental .,menkominfo ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental
409,"@hyang_wisnu @kemkominfo @jokowi @PlateJohnny Berkolaborasi menjadikan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi KUHP 
 @PlateJohnny 
 @kemkominfo",positif,"@hyang_wisnu @kemkominfo @jokowi @platejohnny berkolaborasi menjadikan rancangan kitab undang-undang hukum pidana (rkuhp) menjadi kuhp 
 @platejohnny 
 @kemkominfo",berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp,berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp,berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp kuhp,kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp
410,"Disimak ya bestie biar paham.
 Setelah mendaftar, PSE semestinya meningkatkan sistem keamanannya, biar datanya tidak bocor, maka dari itu diwajibkan mendaftar PSE.
 
 @PlateJohnny
 @kemkominfo https://t.co/QjgiN6FIRy",positif,"disimak ya bestie biar paham.
 setelah mendaftar, pse semestinya meningkatkan sistem keamanannya, biar datanya tidak bocor, maka dari itu diwajibkan mendaftar pse.
 
 @platejohnny
 @kemkominfo https://t.co/qjgin6firy","disimak ya bestie biar paham. setelah mendaftar, pse semestinya meningkatkan sistem keamanannya, biar datanya tidak bocor, maka dari itu diwajibkan mendaftar pse.","disimak iya bestie biar paham. setelah mendaftar, pse semestinya meningkatkan sistem keamanannya, biar datanya tidak bocor, maka dari itu diwajibkan mendaftar pse.","disimak iya bestie biar paham . mendaftar , pse semestinya meningkatkan sistem keamanannya , biar datanya bocor , diwajibkan mendaftar pse .",simak iya bestie biar paham daftar pse mesti tingkat sistem aman biar data bocor wajib daftar pse
411,"@hyang_wisnu @kemkominfo @jokowi @PlateJohnny @kemkominfo mengajak semua pihak berkolaborasi menjadikan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi KUHP sebagai karya monumental.
 @kemkominfo",positif,"@hyang_wisnu @kemkominfo @jokowi @platejohnny @kemkominfo mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang-undang hukum pidana (rkuhp) menjadi kuhp sebagai karya monumental.
 @kemkominfo",mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,mengajak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp kuhp karya monumental .,ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental
412,"Menkominfo @PlateJohnny mengajak semua pihak berkolaborasi menjadikan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi KUHP sebagai karya monumental.
 @kemkominfo https://t.co/w6tDddagnr",positif,"menkominfo @platejohnny mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang-undang hukum pidana (rkuhp) menjadi kuhp sebagai karya monumental.
 @kemkominfo https://t.co/w6tdddagnr",menkominfo mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,menkominfo mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,menkominfo mengajak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp kuhp karya monumental .,menkominfo ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental
413,@hyang_wisnu @PlateJohnny @kemkominfo @Aryprasetyo85 @Cahaya_Dfa @miicies @zhymme @AntoniusCDN @03__nakula @DS_yantie @FirzaHusainID @kemkominfo @PlateJohnny mengajak semua pihak berkolaborasi menjadikan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi KUHP sebagai karya monumental.,positif,@hyang_wisnu @platejohnny @kemkominfo @aryprasetyo85 @cahaya_dfa @miicies @zhymme @antoniuscdn @03__nakula @ds_yantie @firzahusainid @kemkominfo @platejohnny mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang-undang hukum pidana (rkuhp) menjadi kuhp sebagai karya monumental.,mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,mengajak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp kuhp karya monumental .,ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental
